Date,CVX,XOM,IBM,GE,MSFT,MMM,WMT,BA,VZ,UNH,AAPL,TRV,MCD,KO,JPM,HD,NKE,DIS,JNJ,PFE,UTX,CSCO,DD,MRK,PG,AXP,CAT,INTC,GS
2005-12-01,40.00527,45.006371,70.909976,24.168461999999998,21.616707,59.654504,37.499712,53.46726700000001,16.837378,55.136848,9.316683,35.388956,25.225058999999998,15.461884,29.153059000000002,31.293596,9.220142999999998,21.016185999999998,44.306678000000005,13.540804000000001,42.293383,15.138131,28.126043,19.492417,41.943449,43.608226,43.801004999999996,19.500664,114.637002
2005-12-02,40.325531,44.794042,70.464853,23.999451999999998,21.709716,59.752339,37.452869,53.29076,16.695930999999998,55.585333999999996,9.450708,35.350945,24.925183999999998,15.454664999999999,29.470516999999997,31.391528000000005,9.438875,20.948826,43.961935,13.490135999999998,42.894009000000004,15.095343,28.022160999999997,19.682875,41.739699,43.289488,43.659952000000004,19.68003,115.340947
2005-12-05,40.638976,45.127702,70.289982,24.181983,21.585704999999997,58.939586,36.804840000000006,53.106570999999995,16.612111,55.917212,9.345309,34.491878,24.682429,15.393309,29.364696000000002,31.180594,9.409783000000001,21.058285,43.847021000000005,13.521804000000001,42.527393,14.975539000000001,27.983203000000003,19.774821,41.790637,43.104955,43.303605,19.299774,117.07440600000001
2005-12-06,40.870653999999995,45.2642,70.854336,24.202263000000002,21.461694,58.473003000000006,37.179603,53.390524,16.627827,56.724488,9.635480000000001,34.545094,25.103679999999997,15.353607,29.364696000000002,31.195660999999998,9.388232,21.487702,43.430458,13.388801999999998,42.878408,15.026882999999998,28.229923,19.787955,41.776083,43.197221,43.652527,19.134757999999998,115.543327
2005-12-07,40.407299,44.756126,70.520494,24.046774,21.508198,58.232188,37.281102000000004,53.451919999999994,16.475903,56.159394999999996,9.622467,34.010220000000004,25.175076999999998,15.230894000000001,29.077475,31.278529,9.3419,21.614002,43.121625,13.363469,42.745801,15.215148000000001,27.97022,19.893036,41.506842,42.870096999999994,42.895289,18.761676,114.29383100000001
2005-12-08,40.625347999999995,45.059453000000005,69.550756,23.898044,21.461694,57.901070999999995,37.242064,53.774242,16.36065,56.473333999999994,9.639383,33.956733,24.860925,15.115398999999998,29.213528000000004,31.052528999999996,9.272282,21.316167,43.150354,13.287467999999999,43.135816999999996,15.095343,27.911788,19.492417,41.485009999999996,42.484259,42.568638,18.438817999999998,113.193921
2005-12-09,40.080225,44.361799,69.129478,24.019732,21.477194,58.593414,37.538753,53.451919999999994,16.282068,57.110183,9.671914,34.682632,24.875204999999998,14.981857000000002,29.568775,30.901861,9.272282,21.4353,43.164716,13.046799,43.229420000000005,15.018325,27.827382,19.131202,41.71787,42.903649,43.12543,18.711454,114.091451
2005-12-12,40.598094,44.634795000000004,68.326662,24.033253,21.275676999999998,58.029003,38.007205,53.866337,16.093474,56.688609,9.747384,34.384632,24.611032,14.851926,29.591452,31.127861,9.435276,21.401262,43.200629,13.262135,43.330826,14.992654000000002,27.827382,18.658341,41.412243,42.802993,43.080886,19.098885,114.399418
2005-12-13,40.107482,44.78646,66.538214,23.979171,21.027654000000002,57.908592000000006,38.624003,54.173306000000004,16.093474,56.894912,9.756492999999999,34.430479,25.182219,14.78335,29.787971999999996,31.843531,9.490326,21.384242999999998,43.272449,14.12981,43.822247,14.975539000000001,28.100070000000002,18.980149,42.576529,42.584912,43.778734,19.17063,115.83370500000001
2005-12-14,40.39367,45.393116,66.077191,24.181983,20.996651999999997,58.360126,38.772794,54.833302,15.999176,56.509214,9.370032,34.499249,25.346435,14.830271,29.893790000000003,32.001731,9.870285,21.273621,43.1719,14.471814000000002,44.532077,15.138131,28.035146,19.177176,43.384254,43.163669,43.615408,19.106059,114.065055
2005-12-15,40.216506,45.112538,66.395138,24.337472,20.86489,58.314969,38.577011,54.326797,16.035847,56.805216,9.392153,34.392272,24.975163000000002,14.855535,29.916466999999997,32.077067,9.687861,21.052375,43.207809999999995,14.433814000000002,44.929891999999995,15.198032999999999,27.859844,19.551525,42.925818,43.138507000000004,43.585710999999996,19.070186,112.894749
2005-12-16,39.187584,44.028138,66.267963,24.378035,20.849388,58.013949,38.584844,54.296099,15.972982,56.634789000000005,9.252923,34.216529,24.810947,14.873581,30.075195,32.016798,9.552933,21.018337,43.710561,14.300811999999999,45.265307,14.992654000000002,27.593646999999997,19.709145,42.285459,43.557898,44.276134000000006,18.926693,111.31087600000001
2005-12-19,38.669717,43.755142,65.78309399999999,24.215784,20.795133,58.375174,38.342073,53.6975,15.988698000000001,55.477695,9.288056,33.903246,24.346856,14.949373999999999,29.931582000000002,31.504528999999998,9.419084,20.882185999999997,43.947571,15.402823000000001,44.571078,14.949866,27.366407000000002,21.180270999999998,42.605637,43.004302,42.190020000000004,18.496215,110.105372
2005-12-20,38.751484999999995,43.929556,65.56053299999999,24.026494,20.818386,58.26981800000001,38.060145,54.288423,15.999176,56.563033,9.383045,34.461040999999994,24.382557000000002,14.877191,29.931582000000002,31.225796000000003,9.550774,20.652431,43.653103,15.200154000000001,44.789486,14.812947,27.236553999999998,21.009515,42.358226,43.406917,42.123205,18.517739000000002,110.747723
2005-12-21,38.853697,43.679308,66.06924599999999,23.877764000000003,20.717626,58.7364,38.099304,54.019822,16.041085,57.217822,9.563913000000001,34.522171,24.58961,14.873581,30.105428999999997,31.301128000000002,9.256089999999999,20.50777,43.724926,15.225488,44.758287,14.727372,27.788426,20.970110000000002,42.583808000000005,43.943736,42.375617999999996,18.567960999999997,112.02361499999999
2005-12-22,38.915023,43.300148,66.148732,24.116064,20.609116,59.180401,38.060145,54.733537,16.077757000000002,57.18194200000001,9.631575999999999,34.583298,24.689571,14.898845000000001,30.271714000000003,31.210728999999997,9.308982,20.584356,44.040939,15.238154000000002,45.124901,14.795832999999998,27.846859000000002,21.022648999999998,42.773003,43.868246,43.392691,18.632533,112.621967
2005-12-23,38.928652,43.300148,66.355399,24.116064,20.647869,59.150298,37.856533,54.864,15.967742999999999,57.092245999999996,9.544395,34.636787,24.668149,14.851926,30.385091999999997,31.331262,9.391019,20.652431,43.890115,15.17482,44.680282,14.847176999999999,27.924770000000002,21.147434,42.845773,43.876635,43.437233,18.632533,112.72756000000001
2005-12-27,38.083709000000006,42.367413,65.96591,23.870956,20.508357,58.232188,37.378823,54.127262,15.946788,57.047394999999995,9.658901,34.132477,24.346856,14.78696,30.309506,30.901861,9.400733,20.541807000000002,43.30836,14.965817999999999,44.266866,14.761603,27.931264000000002,20.976678,42.642021,43.004302,42.976952000000004,18.266626000000002,112.859544
2005-12-28,38.635647999999996,42.655576,66.005656,23.904999,20.454102,58.849278000000005,37.464967,54.45726,15.847252,56.912851,9.573022,34.06371,24.411114,14.718384,30.165896000000004,30.954594,9.455784,20.533299,43.394545,14.946819,44.360469,14.795832999999998,28.087085,20.956975,42.598362,43.138507000000004,42.939833,18.252278,112.61317199999999
2005-12-29,38.478925,42.647994,65.496942,23.959466,20.361094,58.91701,37.183040000000005,54.626096999999994,15.857729,56.419518000000004,9.297164,34.208889,24.375416,14.653417999999999,30.128103999999997,30.690927000000002,9.434196,20.567337,43.272449,14.851818,43.939253,14.753045000000002,27.931264000000002,21.245945000000003,42.511038,42.870096999999994,43.162549,17.986816,112.64837
2005-12-30,38.683346,42.594909,65.337965,23.864145999999998,20.268085,58.322495999999994,36.650511,53.90470500000001,15.779147,55.73781700000001,9.354417999999999,34.132477,24.075544,14.548751999999999,29.999608000000002,30.495058,9.368350999999999,20.397147,43.164716,14.769483,43.611638,14.650356,27.593646999999997,20.891299,42.118093,43.163669,42.887865999999995,17.907894,112.375588
2006-01-03,40.257391999999996,44.33905,65.226685,24.082020999999997,20.802884,59.534099,36.204127,54.058195999999995,15.915354999999998,55.370059,9.726564999999999,35.141095,23.932745999999998,14.761695999999999,30.377532000000002,31.067596,9.277679,20.763053,44.263587,15.060820000000001,44.095257000000004,14.932751999999999,27.957234999999997,21.508647,42.773003,44.103106,42.910137,18.345547,113.396301
2006-01-04,40.141551,44.414881,65.13924899999999,24.047979,20.903643,59.233079000000004,36.274609000000005,54.618421,16.381605,55.504606,9.755191,35.530787,24.146941,14.732822,30.202205,30.495058,9.234502,20.414166,44.945892,15.548491,43.830046,15.27505,27.801412,21.758214000000002,42.853048,43.674349,44.001451,18.589485,111.83003000000001
2006-01-05,39.650939,44.194967,65.576427,23.986701,20.919144,58.69124300000001,35.781234999999995,53.973777,16.570201,55.334179000000006,9.67842,35.874633,24.175501,14.805006,30.293683,30.193725,9.290632,20.771564,44.759153999999995,15.567491,43.66624,15.702922000000001,27.749471000000003,21.791051,42.71479,44.136733,44.001451,18.847773,111.78603799999999
2006-01-06,40.373228999999995,45.067038000000004,67.52384599999999,24.150109,20.857139,59.172874,35.930032000000004,53.221687,16.636536,56.419518000000004,9.928252,36.073299,24.318298000000002,14.945766,30.507125,30.419726,9.261488,21.052375,44.960253,15.738493,43.806646,16.062335,27.866335,21.751645,42.671128,44.288059000000004,44.877471,18.87647,113.369904
2006-01-09,40.168808,45.044289,66.554115,24.088831,20.818386,59.466367000000005,35.796898,52.776573,16.705524,55.074059999999996,9.895722,36.088581,24.782386,15.01795,31.002616999999997,30.751193,9.391019,21.273621,45.240359999999995,15.738493,44.305867,16.310501000000002,27.704021,22.106292,42.991309,45.389377,45.694099,18.991264,114.733795
2006-01-10,40.366416,45.393116,66.824366,23.959466,20.926895000000002,59.09761999999999,35.914369,53.029828,16.774511999999998,56.159394999999996,10.521606,35.828786,24.803808,15.032387,31.048354999999997,31.489462,9.410449,21.545924,45.319361,15.478824,44.337069,16.233484,27.626109000000003,21.889565,42.82394,45.254865,45.508501,18.740153,116.17687600000001
2006-01-11,40.775258,45.704028,66.903852,24.122874,21.151666,58.977215,36.470391,53.797264,16.976166,55.477695,10.917174000000001,36.409506,25.232197,15.039604999999998,31.025487,32.3558,9.423402000000001,21.750149,44.888433,15.675158999999999,43.66624,16.601454,26.71065,21.974941,42.976755,45.011061,45.530775,18.754502,116.12408300000001
2006-01-12,40.809328,45.226285,66.426934,23.830104000000002,21.035404,58.473003000000006,35.820394,53.48261899999999,17.039847,56.087635999999996,10.967921,36.195555,24.839507,14.956593,30.453765,32.054465,9.316538000000001,21.818225,44.68015,15.567491,43.260622,16.430305999999998,26.126314999999998,21.988076,42.503762,45.019467,46.184076,18.632533,116.370461
